what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,11.0.0.v201105251008-128486,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1309858788443
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309858793988
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1309858802640
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309858805102
activated,editor,com.android.ide.eclipse.adt,11.0.0.v201105251008-128486,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1309858808885
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1309858811493
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309858827706
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309858915504
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309858930966
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1309858937816
opened,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1309858948026
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1309858948059
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309858948084
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1309858948176
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309858954709
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309858973116
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309858978561
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859057866
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859064464
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309859064596
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1309859073287
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309859080931
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859088577
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859112480
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1309859112815
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309859115380
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859115991
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859127452
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859162263
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859212632
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309859225311
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309859227468
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309859243607
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309859249666
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309859254948
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309859258981
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309859262481
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309859269675
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309859270327
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859278990
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859280142
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859281133
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859329300
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309859339857
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859342162
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859345812
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1309859346116
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309859362453
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1309859371087
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859371133
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859372809
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859387431
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859409989
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859410667
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859424006
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859426656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859439020
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1309859463328
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309859465740
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859470948
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859471100
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859509408
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859512945
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309859514271
activated,editor,com.android.ide.eclipse.adt,11.0.0.v201105251008-128486,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1309859529474
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309859534346
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309859535880
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309859546727
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859561245
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859576663
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309859598432
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1309859607491
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859607537
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859609878
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859627775
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859689707
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309859729829
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859734574
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859744733
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859767093
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859768224
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859792949
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859798866
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1309859812380
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309859826741
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309859827617
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859846240
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859846362
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1309859880747
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859880764
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859881968
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859882091
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859883345
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309859910555
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309859912215
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859917194
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309859942797
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860021444
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860023203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860031965
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860091646
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309860115052
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860177543
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860193672
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309860240359
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860246222
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860247570
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860259745
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860291760
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860294876
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860334084
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860342014
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860400280
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309860403328
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860445675
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860445795
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309860450852
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309860453166
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860492735
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860507238
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860512247
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860522999
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1309860586350
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309860612097
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860620083
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860620209
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860623433
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860666899
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860687682
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860687823
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309860701184
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860767442
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860780155
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309860845659
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309860921396
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860926895
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860928309
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309860949730
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309860951330
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309860959069
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860960619
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860961595
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309860975816
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861035216
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861037060
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861142946
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861144275
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861146307
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861149153
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861161063
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861181889
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861228826
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861230083
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309861233378
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861235558
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861246476
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861248396
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861251343
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861255881
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861259064
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861260263
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309861271900
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861274584
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861276716
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861289248
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861293783
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861301985
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861303245
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309861325732
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861328472
